,M10,M11,M12,M12m,M12o,M12t,M13m,M13o,M13t,M3,M3m,M3o,M3t,M4,M4m,M4o,M4perSec,M4t,M5,M5m,M5o,M5t,M6,M6m,M6o,M6t,M7,M8,M9,V10t,country,experimentNumber,orderNumber,training,type,userId,M1,M18,M19,M2,M20,M21,M22,M23,M24,M25,M26,M29,M2country,M30,M30country,country,experimentNumber,orderNumber,training,type,userId,M14,M15,M15m,M15o,M15t,M16,M16m,M16o,M16t,M17,country,experimentNumber,orderNumber,training,type,userId
36,7,134.856,106.368,13.404,14.46,78.504,0.12601534296028882,0.13594314079422384,0.7380415162454874,0.19304537205081668,0.2628235294117647,0.20083333333333334,0.18342056074766355,551,51,72,4.085839710506021,428,143.11545965428556,122.78553539628662,98.32347009593597,139.04820960914407,0.05179636363636363,0.05630769230769231,0.056487804878048775,0.049945945945945945,30,7.5,315.4504165580371,4,0,117,23,False,s,14JG23,0.5,2,1,0.875,5,6,3,4,1,14,19,1,,0.125,,0,117,23,False,s,14JG23,7813,5,0,5,0,-1474034609423,0,-1474034609696,273,4516.704386869441,0,117,23,False,s,14JG23
37,20,369.168,288.096,41.652,35.34,211.104,0.14457680773075643,0.12266744418527159,0.732755748083972,0.20132494758909852,0.29751428571428573,0.19966101694915256,0.18950089766606823,1431,140,177,3.8762839682746066,1114,142.44975871343314,92.91185451121235,137.12409528695304,134.98081753937535,0.0566937062937063,0.05906796116504854,0.0799,0.051332712022367194,47,2.35,337.9365833837462,11,1,118,23,False,s,14JG23,0.5,11,1,0.875,2,11,11,7,1,14,19,1,0.875,0.125,0.125,1,118,23,False,s,14JG23,19465,10,0,9,1,-1474034645112,1066,367180,-1474035013358,12678.133709451975,1,118,23,False,s,14JG23
38,0,94.476,75.852,0.0,1.224,74.628,0.0,0.016136687233032746,0.9838633127669673,0.21306741573033708,0.0,0.204,0.21322285714285713,356,0,6,3.768152758372497,350,139.12489743667211,0.0,244.81009150518648,135.2389089593986,0.052461971830985915,0.0,0.06,0.05113953488372092,0,0.0,,4,0,119,23,False,n,14JG23,0.25,1,1,0.75,3,11,11,5,7,11,4,3,,0.25,,0,119,23,False,n,14JG23,2680,1,0,0,1,-1474035728617,0,91767,-1474035820384,3044.456766895201,0,119,23,False,n,14JG23
39,0,334.74,268.104,0.0,18.156,249.948,0.0,0.06771998925789992,0.9322800107421002,0.20419192688499618,0.0,0.22141463414634144,0.2030446791226645,1313,0,82,3.9224472725100075,1231,122.06295863665449,0.0,81.9922723247653,123.05355835707373,0.05078963414634146,0.0,0.043000000000000003,0.05032775919732441,0,0.0,,11,2,120,23,False,n,14JG23,0.5,10,1,0.75,1,15,9,6,7,11,4,3,0.75,0.25,0.25,2,120,23,False,n,14JG23,8463,4,0,3,1,-1474035669455,0,-1474035670742,1287,6027.265785132015,2,120,23,False,n,14JG23
40,6,223.704,163.02,5.292,34.464,123.264,0.032462274567537724,0.21140964298859033,0.7561280824438719,0.22209809264305178,0.24054545454545453,0.22673684210526315,0.2201142857142857,734,22,152,3.281121481958302,560,203.27953190631462,121.70399038215635,230.7898498111235,155.36350665056736,0.08278854024556616,0.044571428571428574,0.1236734693877551,0.06068101761252446,16,4.0,473.0861516001798,4,0,0,1,False,e,1MQ2201,0.25,3,3,0.25,7,21,1,4,15,15,12,3,,0.375,,0,0,1,False,e,1MQ2201,9871,0,0,0,0,221066,79259,103427,38380,4184.0567632725015,0,0,1,False,e,1MQ2201
41,3,335.916,266.88,2.664,11.544,252.672,0.009982014388489209,0.04325539568345324,0.9467625899280575,0.21821749795584627,0.29600000000000004,0.1776,0.2199060052219321,1223,9,65,3.6407911501684946,1149,154.57863163413558,68.38431516817509,91.39175193433982,143.1004691167211,0.05649427168576105,0.042,0.052,0.05626353790613719,5,0.25,422.5170695448698,12,1,1,1,False,e,1MQ2201,0.625,5,5,0.25,5,20,2,5,15,15,12,3,0.25,0.375,0.375,1,1,1,False,e,1MQ2201,146046,0,0,0,0,335741,0,306694,29047,4937.55187592676,1,1,1,False,e,1MQ2201
42,2,118.968,89.952,0.636,7.092,82.224,0.007070437566702241,0.07884204909284952,0.9140875133404484,0.21215094339622642,0.212,0.20858823529411763,0.21246511627906978,424,3,34,3.563983592226481,387,181.02284977161676,0.0,185.56540871629178,154.7321846251917,0.06859574468085106,0.0,0.0996,0.05438918918918918,3,0.75,525.6468015056689,4,0,2,1,False,c,1MQ2201,0.5,1,1,0.375,3,21,1,6,12,20,14,2,,0.5,,0,2,1,False,c,1MQ2201,2216,0,0,0,0,119845,0,1858,117987,5378.760767582979,0,2,1,False,c,1MQ2201
43,10,424.032,339.144,6.096,29.16,303.888,0.017974665628759465,0.08598117613756988,0.8960441582336706,0.23118200408997955,0.46892307692307694,0.33136363636363636,0.22246559297218155,1467,13,88,3.459644555127915,1366,148.47982443861525,76.06586516898491,90.5380033826123,138.70256210339915,0.057904502046384726,0.036,0.04825531914893617,0.053750566893424036,11,0.55,500.0104828252999,10,2,3,1,False,c,1MQ2201,0.875,4,4,0.375,4,21,5,5,12,20,14,2,0.375,0.5,0.5,2,3,1,False,c,1MQ2201,6441,0,0,0,0,424131,0,11261,412870,15001.665560187757,2,3,1,False,c,1MQ2201
44,17,425.568,336.0,45.06,42.216,248.724,0.13410714285714287,0.12564285714285714,0.74025,0.2167741935483871,0.29259740259740263,0.22575401069518716,0.20572704714640197,1550,154,187,3.6421911421911424,1209,147.15732709007088,109.08060620905637,121.49232227929673,143.2115940423153,0.05782311168495804,0.046974358974358976,0.07008,0.05497938144329897,50,2.5,326.12132012716177,13,3,4,1,False,s,1MQ2201,0.5,2,2,0.125,4,21,3,5,1,20,20,1,0.125,0.25,0.25,3,4,1,False,s,1MQ2201,19874,0,0,0,0,425944,32,420445,5467,13663.183253681938,3,4,1,False,s,1MQ2201
45,0,22.116,17.268,0.0,0.648,16.62,0.0,0.037526059763724806,0.9624739402362752,0.20079069767441862,0.0,0.216,0.2002409638554217,86,0,3,3.888587448001447,83,177.59852175884532,0.0,40.66450653625022,168.03836415830375,0.05703529411764706,0.0,0.036,0.055200000000000006,0,0.0,,4,0,5,1,False,n,1MQ2201,0.5,1,1,0.25,21,1,1,1,1,20,3,4,,0.125,,0,5,1,False,n,1MQ2201,3486,0,0,0,0,16193,0,7720,8473,1910.2889193707076,0,5,1,False,n,1MQ2201
46,0,417.888,319.032,0.0,10.044,308.988,0.0,0.03148273527420447,0.9685172647257956,0.22002206896551724,0.0,0.2282727272727273,0.21976386913229018,1450,0,44,3.4698292365418486,1406,137.94897218627833,0.0,74.79770234353715,139.51806881584537,0.06822360248447204,0.0,0.048705882352941175,0.06909143686502177,0,0.0,,9,4,6,1,False,n,1MQ2201,0.5,5,7,0.25,4,17,5,7,1,20,3,4,0.25,0.125,0.125,4,6,1,False,n,1MQ2201,172932,0,0,0,0,410550,0,264775,145775,5354.497537693596,4,6,1,False,n,1MQ2201
47,4,69.864,55.344,0.948,6.984,47.412,0.01712922810060711,0.1261925411968777,0.8566782307025151,0.21703529411764708,0.158,0.194,0.22259154929577465,255,6,36,3.6499484713156987,213,192.06456523421951,84.82734957360849,174.54759186294643,152.68399554701884,0.057165354330708656,0.06,0.05152941176470588,0.049687499999999996,5,1.25,366.98926921837744,5,0,7,3,False,e,2ML3603,0.75,12,11,0.25,13,6,9,11,17,1,4,4,,0.5,,0,7,3,False,e,2ML3603,11441,0,0,0,0,69705,104,3742,65859,8312.553376510123,0,7,3,False,e,2ML3603
48,4,204.876,157.752,1.692,10.5,145.56,0.010725696029210405,0.06656017039403621,0.9227141335767534,0.18450526315789476,0.2115,0.175,0.18495552731893267,855,8,60,4.1732560182744685,787,145.56181839966757,130.24743694835533,104.75314442160209,142.21223625475238,0.05518032786885246,0.047999999999999994,0.046875,0.055085865257595776,6,0.3,473.75839620143097,11,1,8,3,False,e,2ML3603,0.375,13,1,0.25,13,1,6,5,17,1,4,4,0.25,0.5,0.5,1,8,3,False,e,2ML3603,132702,0,0,0,0,204144,0,74073,130071,5354.859892746493,1,8,3,False,e,2ML3603
49,1,43.644,35.148,0.372,2.1,32.676,0.010583817002389893,0.0597473540457494,0.9296688289518606,0.20434883720930233,0.186,0.17500000000000002,0.2068101265822785,172,2,12,3.9409769956924205,158,160.6039089393062,0.0,101.18712971207349,159.73873823167088,0.04968421052631579,0.0,0.040799999999999996,0.04872,2,0.5,384.4244115910832,4,0,11,3,False,c,2ML3603,0.75,1,1,0.375,1,1,2,3,14,4,4,2,,0.125,,0,11,3,False,c,2ML3603,2255,1,0,0,1,44239,0,2105,42134,4190.32996962348,0,11,3,False,c,2ML3603
50,9,196.8,152.448,2.448,14.604,135.396,0.01605793450881612,0.09579659949622166,0.8881454659949621,0.1962007722007722,0.17485714285714285,0.2086285714285714,0.19537662337662337,777,14,70,3.9481707317073167,693,153.86100633786242,45.94777155195302,73.04887751660559,150.3312739327249,0.057154639175257725,0.032,0.040682926829268294,0.05636913767019667,11,0.55,432.6530487749731,11,2,12,3,False,c,2ML3603,0.625,1,1,0.375,2,2,1,2,14,4,4,2,0.375,0.125,0.125,2,12,3,False,c,2ML3603,10323,2,0,0,2,198818,359,11736,186723,7100.2631373006325,2,12,3,False,c,2ML3603
51,16,251.232,188.784,21.432,25.08,142.272,0.11352657004830917,0.13285024154589373,0.7536231884057971,0.18508235294117648,0.2304516129032258,0.20063999999999999,0.17739650872817955,1020,93,125,4.059992357661445,802,147.3351800346544,91.78297699940292,127.72836367637129,140.95405910455273,0.06128361138370952,0.044,0.05496774193548387,0.052393272962483826,29,1.45,356.4075157619625,12,3,10,3,False,s,2ML3603,0.625,8,2,0.0,5,5,5,2,6,8,12,1,0.0,0.25,0.25,3,10,3,False,s,2ML3603,22522,1,0,0,1,252289,57680,194253,356,12169.869451153389,3,10,3,False,s,2ML3603
52,5,102.444,81.36,1.284,6.444,73.632,0.015781710914454277,0.07920353982300884,0.9050147492625369,0.1918867924528302,0.12840000000000001,0.1841142857142857,0.19427968337730872,424,10,35,4.138846589356136,379,148.09065993199792,87.6611992955877,155.67000841376677,143.52999191632975,0.04984397163120567,0.044000000000000004,0.048,0.04955371900826446,7,1.75,288.1573785146426,5,0,9,3,False,s,2ML3603,1.0,1,1,0.0,1,2,1,1,6,8,12,1,,0.25,,0,9,3,False,s,2ML3603,7474,1,0,1,0,-1461079880605,5730,-1461079887542,1207,5922.610152370077,0,9,3,False,s,2ML3603
53,0,63.696,49.332,0.0,6.912,42.42,0.0,0.1401118949160788,0.8598881050839212,0.19195330739299613,0.0,0.18189473684210525,0.19369863013698632,257,0,38,4.0347902537051,219,151.42248523647308,0.0,73.0954663684667,152.7784077584658,0.056109375,0.0,0.048,0.0574869109947644,0,0.0,,4,0,13,3,False,n,2ML3603,0.5,1,1,0.25,1,1,2,1,1,20,9,3,,0.375,,0,13,3,False,n,2ML3603,2441,2,0,1,1,62677,0,8709,53968,5420.341363354731,0,13,3,False,n,2ML3603
54,0,216.768,172.872,0.0,7.056,165.816,0.0,0.04081632653061224,0.9591836734693877,0.19756800000000002,0.0,0.20752941176470588,0.19716527942925088,875,0,34,4.036573664009448,841,148.5429144960635,0.0,81.6377915471145,147.86166838468324,0.05022425629290618,0.0,0.039,0.050256410256410255,0,0.0,,9,4,14,3,False,n,2ML3603,0.5,5,1,0.25,3,4,6,4,1,20,9,3,0.25,0.375,0.375,4,14,3,False,n,2ML3603,9190,3,0,2,1,219105,0,11579,207526,12353.7235439813,4,14,3,False,n,2ML3603
55,2,223.89,157.86,0.45,13.61,143.8,0.002850627137970353,0.08621563410617002,0.9109337387558596,0.2113253012048193,0.15,0.22683333333333333,0.210233918128655,747,3,60,3.3364598686855156,684,160.4363241033493,107.79116823939346,184.90606474784403,137.11727550814052,0.08851206434316354,0.05,0.3310810810810811,0.07051437216338881,2,0.5,406.55011125634167,4,0,68,2,False,e,8FC02,0.25,8,4,0.75,1,13,12,1,11,13,15,2,,0.25,,0,68,2,False,e,8FC02,2137,1,0,1,0,221237,784,208735,11718,4384.5983772776,0,68,2,False,e,8FC02
56,15,516.35,379.54,12.94,23.17,343.43,0.03409390314591347,0.061047583917373666,0.9048585129367128,0.20526771227690643,0.24884615384615383,0.19308333333333336,0.20478831246273108,1849,52,120,3.580904425292921,1677,136.24023492435776,81.57267664363485,88.83518187910852,125.00085165786271,0.07403138528138528,0.0464,0.05132352941176471,0.07119926199261993,28,1.4,524.07631075769,11,1,69,2,False,e,8FC02,0.75,7,1,0.75,1,5,13,1,11,13,15,2,0.75,0.25,0.25,1,69,2,False,e,8FC02,8283,1,0,0,1,514079,17160,490614,6305,6328.060803638158,1,69,2,False,e,8FC02
57,1,30.42,23.05,0.09,0.36,22.6,0.0039045553145336223,0.01561822125813449,0.9804772234273319,0.19208333333333333,0.09,0.18,0.19316239316239317,120,1,2,3.944773175542406,117,150.24806269382236,0.0,0.0,144.96414174446898,0.0619327731092437,0.0,0.0,0.060350877192982454,1,0.25,484.84695423919226,4,0,70,2,False,c,8FC02,0.5,5,6,0.5,1,5,7,1,13,19,5,4,,0.125,,0,70,2,False,c,8FC02,2743,1,0,1,0,31073,0,28931,2142,2365.056591298466,0,70,2,False,c,8FC02
58,16,504.01,380.46,13.66,33.03,333.77,0.035903905798244234,0.08681595962781896,0.8772801345739368,0.21278523489932885,0.26269230769230767,0.19660714285714287,0.21286352040816325,1788,52,168,3.5475486597488146,1568,148.41499237917262,58.00130430771553,108.47348415431136,131.8996920269812,0.0691382204812535,0.03578947368421053,0.08099009900990099,0.06483011325782811,33,1.65,532.7179023222988,10,2,71,2,False,c,8FC02,0.875,6,4,0.5,1,6,9,8,13,19,5,4,0.5,0.125,0.125,2,71,2,False,c,8FC02,9854,1,0,0,1,505831,0,286206,219625,9330.6641688308,2,71,2,False,c,8FC02
59,4,9.41,6.08,1.74,1.43,2.91,0.28618421052631576,0.23519736842105263,0.4786184210526316,0.22518518518518518,0.24857142857142858,0.15888888888888889,0.2645454545454546,27,7,9,2.869287991498406,11,261.66886442718936,150.88298447787952,139.94660252020893,179.3723768507023,0.1280769230769231,0.04,0.04833333333333333,0.051666666666666666,5,1.25,328.37039027394684,4,0,74,2,False,s,8FC02,0.5,11,11,0.375,11,11,11,11,1,20,14,1,,0.375,,0,74,2,False,s,8FC02,1306,1,0,1,0,11203,1542,6589,3072,3949.3901362441197,0,74,2,False,s,8FC02
60,14,385.06,286.42,30.76,30.89,224.77,0.10739473500453879,0.10784861392360869,0.7847566510718526,0.21044819985304924,0.24412698412698414,0.21157534246575344,0.20640036730945824,1361,126,146,3.5345141016984365,1089,138.20271552239151,92.6082946285757,118.17637424090763,126.71122596253264,0.07252941176470588,0.06419354838709677,0.07980582524271845,0.061340304182509506,39,1.95,367.84680667404814,12,3,75,2,False,s,8FC02,0.625,8,4,0.375,1,7,7,1,1,20,14,1,0.375,0.375,0.375,3,75,2,False,s,8FC02,22070,1,0,1,0,387122,32,317317,69773,10839.601831732494,3,75,2,False,s,8FC02
61,0,4.43,3.83,0.0,0.35,3.48,0.0,0.09138381201044386,0.9086161879895561,0.31916666666666665,0.0,0.35,0.31636363636363635,12,0,1,2.708803611738149,11,222.09181174113954,0.0,0.0,165.48614559517694,0.05454545454545454,0.0,0.0,0.04888888888888889,0,0.0,,3,0,72,2,False,n,8FC02,0.5,11,11,0.625,11,11,11,11,2,18,1,3,,0.5,,0,72,2,False,n,8FC02,263,1,0,0,1,5437,0,730,4707,2367.0368744434736,0,72,2,False,n,8FC02
62,0,375.34,294.52,0.0,7.33,287.19,0.0,0.02488795327991308,0.975112046720087,0.21112544802867383,0.0,0.25275862068965516,0.2102415812591508,1395,0,29,3.7166302552352537,1366,134.6081153243441,0.0,43.14577716536355,133.936446963697,0.05797704447632711,0.0,0.03777777777777778,0.05733085501858736,0,0.0,,8,4,73,2,False,n,8FC02,0.625,7,3,0.625,1,6,9,1,2,18,1,3,0.625,0.5,0.5,4,73,2,False,n,8FC02,11460,1,0,0,1,377237,0,374150,3087,6505.426340450664,4,73,2,False,n,8FC02
63,5,59.31,36.12,3.54,4.14,28.44,0.09800664451827243,0.11461794019933555,0.7873754152823921,0.24405405405405403,0.20823529411764707,0.21789473684210525,0.25392857142857145,148,17,19,2.4953633451357273,112,235.76452527928143,122.02965946412506,117.67900824965086,164.14521276005752,0.15775510204081633,0.14285714285714285,0.07375,0.16673684210526316,13,3.25,488.7209528278311,4,0,52,5,False,e,5MS3205,0.25,9,8,0.125,9,9,8,8,16,19,5,4,,0.5,,0,52,5,False,e,5MS3205,3199,2,0,0,2,60548,455,5076,55017,10608.816368321104,0,52,5,False,e,5MS3205
64,1,279.99,213.26,0.11,7.23,205.92,0.000515802307043046,0.03390227890837476,0.9655819187845822,0.1983813953488372,0.11,0.2259375,0.19761996161228407,1075,1,32,3.839422836529876,1042,112.77314218713387,0.0,97.63697095847414,111.89794263606869,0.06213221601489758,0.0,0.04818181818181819,0.06212953876349362,1,0.05,428.48083443898804,11,1,53,5,False,e,5MS3205,0.25,11,11,0.125,11,11,11,11,16,19,5,4,0.125,0.5,0.5,1,53,5,False,e,5MS3205,7232,1,0,0,1,281676,0,1988,279688,5093.66237929982,1,53,5,False,e,5MS3205
65,3,42.12,28.28,4.17,8.44,15.67,0.14745403111739744,0.2984441301272984,0.554101838755304,0.27192307692307693,0.2978571428571429,0.3246153846153846,0.24484375,104,14,26,2.469135802469136,64,226.12569987592698,59.11385034210607,163.0081708718509,147.10121593815464,0.13436893203883496,0.11,0.08230769230769232,0.10604166666666666,10,2.5,508.2754476499625,4,0,56,5,False,c,5MS3205,0.0,9,8,0.5,9,9,9,11,6,11,10,2,,0.25,,0,56,5,False,c,5MS3205,1292,1,0,1,0,41560,1296,7197,33067,6666.899840013662,0,56,5,False,c,5MS3205
66,3,394.23,305.93,1.07,9.08,295.78,0.0034975321151897495,0.02967999215506815,0.966822475729742,0.2115698478561549,0.17833333333333334,0.1973913043478261,0.21218077474892394,1446,6,46,3.6679095959211625,1394,104.43026964232794,19.5794211719798,56.489077140723076,100.72908897126743,0.06110726643598616,0.025,0.06851851851851852,0.06016,4,0.2,756.647504783856,11,2,57,5,False,c,5MS3205,0.0,9,8,0.5,9,10,9,8,6,11,10,2,0.5,0.25,0.25,2,57,5,False,c,5MS3205,7164,1,0,0,1,396187,0,47678,348509,5150.125757525455,2,57,5,False,c,5MS3205
67,6,33.11,21.56,4.08,12.64,4.84,0.18923933209647498,0.5862708719851578,0.22448979591836735,0.23955555555555555,0.2914285714285714,0.2217543859649123,0.25473684210526315,90,14,57,2.718212020537602,19,217.84261632985664,228.0784784543276,194.18147967658157,183.10882312954865,0.1297752808988764,0.156,0.12613636363636363,0.08272727272727273,13,3.25,409.70775375142034,4,0,58,5,False,s,5MS3205,0.0,10,8,0.25,9,8,9,10,3,2,14,1,,0.125,,0,58,5,False,s,5MS3205,2729,1,0,1,0,-1466694259115,128,-1466694261459,2216,4174.010908214849,0,58,5,False,s,5MS3205
68,16,485.46,369.57,26.26,33.42,309.89,0.07105555104581,0.09042941797223801,0.838515030981952,0.20554505005561735,0.24091743119266057,0.21018867924528303,0.20254248366013072,1798,109,159,3.7037037037037037,1530,118.81475929736622,96.27465542459446,111.01432871510741,104.21509142100912,0.06449081803005008,0.05939024390243903,0.05579439252336448,0.06269412559081701,35,1.75,315.23718843900525,13,3,59,5,False,s,5MS3205,0.625,5,4,0.25,6,11,10,7,3,2,14,1,0.25,0.125,0.125,3,59,5,False,s,5MS3205,48078,1,0,0,1,-1466693909085,-1466694293026,294312,89629,23609.466772809807,3,59,5,False,s,5MS3205
69,0,52.36,37.58,0.0,5.16,32.42,0.0,0.13730707823310273,0.8626929217668974,0.28907692307692306,0.0,0.2866666666666667,0.28946428571428573,130,0,18,2.482811306340718,112,121.84861204628314,0.0,131.08974276976306,98.56731833979111,0.1145736434108527,0.0,0.119,0.11427184466019417,0,0.0,,4,0,54,5,False,n,5MS3205,0.25,11,11,0.375,11,11,11,11,12,11,7,3,,0.375,,0,54,5,False,n,5MS3205,2174,1,0,0,1,-1466692671950,0,1308,-1466692673258,1943.2972663181133,0,54,5,False,n,5MS3205
70,0,370.19,286.86,0.0,9.41,277.45,0.0,0.03280345813288712,0.9671965418671128,0.21046221570066032,0.0,0.21883720930232559,0.21018939393939393,1363,0,43,3.6818930819309004,1320,99.78641885087137,0.0,75.20546884850785,100.42680201460954,0.06118208516886931,0.0,0.042352941176470586,0.06163959783449343,0,0.0,,8,4,55,5,False,n,5MS3205,0.0,7,6,0.375,7,9,9,10,12,11,7,3,0.375,0.375,0.375,4,55,5,False,n,5MS3205,8122,0,0,0,0,371639,0,7700,363939,4234.637892419908,4,55,5,False,n,5MS3205
71,4,113.86,86.59,0.97,7.0,78.62,0.011202217346113869,0.08084074373484236,0.9079570389190438,0.20231308411214954,0.194,0.19444444444444445,0.20315245478036176,428,5,36,3.75900228350606,387,145.33211038116062,32.75909307371539,78.47099216421121,139.76385638726026,0.06386416861826698,0.02,0.08285714285714285,0.062099447513812155,4,1.0,317.46671799466264,4,0,76,4,False,e,9FH04,0.75,7,6,0.375,8,7,9,2,16,3,10,1,,0.375,,0,76,4,False,e,9FH04,737,1,0,0,1,117707,0,3228,114479,3166.0280109448895,0,76,4,False,e,9FH04
72,7,255.4,198.12,4.79,18.48,174.85,0.024177266303250556,0.09327680193821926,0.8825459317585301,0.20257668711656443,0.21772727272727274,0.19870967741935483,0.2026071842410197,978,22,93,3.8292873923257633,863,169.44566046129202,56.47284760769555,101.94538936405405,156.36150531811202,0.058628454452405325,0.05272727272727273,0.04421052631578947,0.0563387297633873,11,0.55,484.54720029625423,12,1,77,4,False,e,9FH04,0.375,10,9,0.375,14,15,8,9,16,3,10,1,0.375,0.375,0.375,1,77,4,False,e,9FH04,11139,1,0,0,1,256361,0,18308,238053,17820.756734820916,1,77,4,False,e,9FH04
73,1,55.15,44.47,0.07,1.49,42.91,0.001574094895435125,0.03350573420283337,0.9649201709017314,0.23041450777202072,0.07,0.21285714285714286,0.23194594594594592,193,1,7,3.499546690843155,185,157.15394479902292,0.0,96.55872539726425,155.98184983164046,0.055625,0.0,0.035,0.055224719101123594,1,0.25,345.34659023738465,4,0,82,4,False,c,9FH04,0.25,7,7,0.25,16,5,3,5,10,15,7,4,,0.25,,0,82,4,False,c,9FH04,1445,1,0,0,1,56807,0,3034,53773,5845.804469099933,0,82,4,False,c,9FH04
